,cumsum_duration,cumsum_winner,cumsum_hitsTotal,cumsum_hitsSuccessful,cumsum_takedownTotal,cumsum_takedownSuccessful,cumsum_submissionAttempts,cumsum_takeovers,cumsum_accentedHitsTotal,cumsum_accentedHitsSuccessful,cumsum_knockdowns,cumsum_protectionPassage,cumsum_hitsHeadTotal,cumsum_hitsHeadSuccessful,cumsum_hitsBodyTotal,cumsum_hitsBodySuccessful,cumsum_hitsLegsTotal,cumsum_hitsLegsSuccessful,cumsum_accentedHitsPositionDistanceTotal,cumsum_accentedHitsPositionDistanceSuccessful,cumsum_accentedHitsPositionClinchTotal,cumsum_accentedHitsPositionClinchSuccessful,cumsum_accentedHitsPositionParterTotal,cumsum_accentedHitsPositionParterSuccessful,cumsum_winMethods_[DEC],cumsum_winMethods_[DQ],cumsum_winMethods_[KO],cumsum_winMethods_[SUB],current_duration,winner,current_hitsTotal,current_hitsSuccessful,current_takedownTotal,current_takedownSuccessful,current_submissionAttempts,current_takeovers,current_accentedHitsTotal,current_accentedHitsSuccessful,current_knockdowns,current_protectionPassage,current_hitsHeadTotal,current_hitsHeadSuccessful,current_hitsBodyTotal,current_hitsBodySuccessful,current_hitsLegsTotal,current_hitsLegsSuccessful,current_accentedHitsPositionDistanceTotal,current_accentedHitsPositionDistanceSuccessful,current_accentedHitsPositionClinchTotal,current_accentedHitsPositionClinchSuccessful,current_accentedHitsPositionParterTotal,current_accentedHitsPositionParterSuccessful,current_winMethods_[DEC],current_winMethods_[DQ],current_winMethods_[KO],current_winMethods_[SUB],age,eventDate.date,fighterId,fighter_nbr,odds,winnerId,count_of_fights,win_streak,loose_streak,fighterName
688,175.0,0,16.0,7.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,11.0,2.0,2.0,2.0,3.0,3.0,10.0,3.0,0.0,0.0,6.0,4.0,0,0,1,2,54.0,False,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,31.0,2005-02-20 00:00:00,2671,2,,1556.0,2,0,3,Stefan Leko
1428,138.0,0,10.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0,0,1,0,138.0,False,10.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0,0,1,0,38.0,2008-03-29 00:00:00,2672,2,,224.0,0,0,1,Gabe Lemley
1039,300.0,0,41.0,13.0,1.0,0.0,0.0,0.0,37.0,12.0,0.0,0.0,35.0,10.0,2.0,2.0,0.0,0.0,19.0,4.0,18.0,8.0,0.0,0.0,1,0,0,0,300.0,False,41.0,13.0,1.0,0.0,0.0,0.0,37.0,12.0,0.0,0.0,35.0,10.0,2.0,2.0,0.0,0.0,19.0,4.0,18.0,8.0,0.0,0.0,1,0,0,0,34.0,2006-11-05 00:00:00,2673,2,,1769.0,0,0,1,Jean Francois Lenogue
2205,149.0,0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,149.0,False,4.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,23.0,2010-06-20 00:00:00,2675,2,,38.0,0,0,1,Anthony Leone
2425,449.0,0,32.0,21.0,6.0,2.0,0.0,0.0,22.0,12.0,0.0,2.0,11.0,2.0,3.0,3.0,8.0,7.0,18.0,10.0,4.0,2.0,0.0,0.0,0,0,1,1,300.0,False,28.0,20.0,5.0,1.0,0.0,0.0,19.0,12.0,0.0,2.0,8.0,2.0,3.0,3.0,8.0,7.0,15.0,10.0,4.0,2.0,0.0,0.0,0,0,1,0,24.0,2011-02-12 00:00:00,2675,2,,2642.0,1,0,2,Anthony Leone
801,167.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,167.0,False,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,,2005-10-12 00:00:00,2677,2,,5.0,0,0,1,Michael Lerma
2483,195.0,0,41.0,11.0,1.0,0.0,0.0,0.0,41.0,11.0,0.0,0.0,32.0,5.0,5.0,3.0,4.0,3.0,41.0,11.0,0.0,0.0,0.0,0.0,0,0,1,0,195.0,False,41.0,11.0,1.0,0.0,0.0,0.0,41.0,11.0,0.0,0.0,32.0,5.0,5.0,3.0,4.0,3.0,41.0,11.0,0.0,0.0,0.0,0.0,0,0,1,0,33.0,2011-04-01 00:00:00,2680,2,,928.0,0,0,1,Scott Lighty
1297,220.0,0,40.0,28.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0,0,1,0,220.0,False,40.0,28.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0,0,1,0,,2007-09-29 00:00:00,2681,1,,3196.0,0,0,1,Sam Liera
1429,74.0,0,6.0,3.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0,0,0,1,74.0,False,6.0,3.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0,0,0,1,29.0,2008-03-29 00:00:00,2682,2,,828.0,0,0,1,Jae Suk Lim
1614,119.0,1,10.0,5.0,2.0,1.0,1.0,0.0,6.0,2.0,0.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,119.0,True,10.0,5.0,2.0,1.0,1.0,0.0,6.0,2.0,0.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,38.0,2008-10-03 00:00:00,2683,2,,2683.0,0,1,0,Donnie Liles
6467,300.0,0,32.0,11.0,0.0,0.0,0.0,0.0,32.0,11.0,0.0,0.0,24.0,7.0,7.0,3.0,1.0,1.0,31.0,10.0,1.0,1.0,0.0,0.0,1,0,0,0,300.0,False,32.0,11.0,0.0,0.0,0.0,0.0,32.0,11.0,0.0,0.0,24.0,7.0,7.0,3.0,1.0,1.0,31.0,10.0,1.0,1.0,0.0,0.0,1,0,0,0,35.0,2020-05-13 00:00:00,2686,2,1.62,277.0,0,0,1,Philipe Lins
6532,461.0,0,49.0,17.0,0.0,0.0,0.0,0.0,49.0,17.0,0.0,0.0,33.0,10.0,15.0,6.0,1.0,1.0,48.0,16.0,1.0,1.0,0.0,0.0,1,0,1,0,161.0,False,17.0,6.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,9.0,3.0,8.0,3.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0,0,1,0,35.0,2020-06-27 00:00:00,2686,2,,1.0,1,0,2,Philipe Lins
1295,129.0,0,28.0,14.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,18.0,6.0,1.0,1.0,9.0,7.0,25.0,11.0,3.0,3.0,0.0,0.0,0,0,1,0,129.0,False,28.0,14.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,18.0,6.0,1.0,1.0,9.0,7.0,25.0,11.0,3.0,3.0,0.0,0.0,0,0,1,0,,2007-09-29 00:00:00,2687,2,,2325.0,0,0,1,Miguel Linares
1155,93.0,0,17.0,9.0,0.0,0.0,0.0,1.0,14.0,6.0,0.0,0.0,11.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,12.0,5.0,0,0,0,1,93.0,False,17.0,9.0,0.0,0.0,0.0,1.0,14.0,6.0,0.0,0.0,11.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,12.0,5.0,0,0,0,1,37.0,2007-04-08 00:00:00,2689,2,,1988.0,0,0,1,Brian Lo-A-Njoe
1793,204.0,0,20.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,3.0,17.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0,204.0,False,20.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,3.0,17.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0,39.0,2009-04-05 00:00:00,2696,2,,749.0,0,0,1,Ivan Lopez
2175,101.0,0,13.0,3.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,9.0,1.0,2.0,1.0,2.0,1.0,13.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,101.0,False,13.0,3.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,9.0,1.0,2.0,1.0,2.0,1.0,13.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,40.0,2010-05-29 00:00:00,2699,2,,464.0,0,0,1,Federico Lopez
3085,300.0,0,49.0,32.0,2.0,0.0,0.0,0.0,42.0,25.0,0.0,0.0,32.0,16.0,5.0,4.0,5.0,5.0,37.0,20.0,5.0,5.0,0.0,0.0,1,0,0,0,300.0,False,49.0,32.0,2.0,0.0,0.0,0.0,42.0,25.0,0.0,0.0,32.0,16.0,5.0,4.0,5.0,5.0,37.0,20.0,5.0,5.0,0.0,0.0,1,0,0,0,23.0,2012-12-14 00:00:00,2701,2,,961.0,0,0,1,Brendan Loughnane
784,70.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,70.0,False,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,35.0,2005-10-01 00:00:00,2703,2,,704.0,0,0,1,Jakob Lovstad
1298,285.0,0,23.0,19.0,2.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,5.0,1.0,2.0,2.0,4.0,4.0,5.0,1.0,6.0,6.0,0.0,0.0,0,0,1,0,285.0,False,23.0,19.0,2.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,5.0,1.0,2.0,2.0,4.0,4.0,5.0,1.0,6.0,6.0,0.0,0.0,0,0,1,0,37.0,2007-09-29 00:00:00,2706,2,,1036.0,0,0,1,Adam Lynn
805,133.0,0,12.0,8.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,9.0,7.0,3.0,1.0,0.0,0.0,0,0,1,0,133.0,False,12.0,8.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,9.0,7.0,3.0,1.0,0.0,0.0,0,0,1,0,31.0,2005-10-23 00:00:00,2707,1,,3248.0,0,0,1,Alexandru Lungu
6233,72.0,1,31.0,24.0,2.0,1.0,0.0,0.0,29.0,22.0,0.0,1.0,29.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,26.0,21.0,0,0,1,0,72.0,True,31.0,24.0,2.0,1.0,0.0,0.0,29.0,22.0,0.0,1.0,29.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,26.0,21.0,0,0,1,0,35.0,2019-09-28 00:00:00,2710,2,1.15,2710.0,0,1,0,Mark Madsen
6437,372.0,2,54.0,35.0,7.0,4.0,0.0,0.0,50.0,31.0,0.0,2.0,50.0,31.0,0.0,0.0,0.0,0.0,14.0,2.0,3.0,2.0,33.0,27.0,1,0,1,0,300.0,True,23.0,11.0,5.0,3.0,0.0,0.0,21.0,9.0,0.0,1.0,21.0,9.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,1.0,7.0,6.0,1,0,0,0,36.0,2020-03-07 00:00:00,2710,2,1.43,2710.0,1,2,0,Mark Madsen
729,115.0,0,20.0,3.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,16.0,2.0,2.0,0.0,2.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,115.0,False,20.0,3.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,16.0,2.0,2.0,0.0,2.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,24.0,2005-05-22 00:00:00,2712,2,,2036.0,0,0,1,Yoshiro Maeda
1040,169.0,0,20.0,3.0,1.0,1.0,0.0,0.0,20.0,3.0,0.0,2.0,16.0,2.0,2.0,0.0,2.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0,0,1,1,54.0,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,25.0,2006-11-05 00:00:00,2712,1,,2940.0,1,0,2,Yoshiro Maeda
1389,318.0,1,44.0,15.0,2.0,1.0,0.0,0.0,43.0,14.0,0.0,2.0,30.0,5.0,8.0,5.0,5.0,4.0,37.0,10.0,5.0,3.0,1.0,1.0,0,0,2,1,149.0,True,24.0,12.0,1.0,0.0,0.0,0.0,23.0,11.0,0.0,0.0,14.0,3.0,6.0,5.0,3.0,3.0,17.0,7.0,5.0,3.0,1.0,1.0,0,0,1,0,27.0,2008-02-13 00:00:00,2712,2,,2712.0,2,1,0,Yoshiro Maeda
1489,618.0,1,84.0,25.0,3.0,2.0,0.0,0.0,75.0,20.0,0.0,2.0,61.0,10.0,8.0,5.0,6.0,5.0,66.0,16.0,6.0,3.0,3.0,1.0,0,0,3,1,300.0,False,40.0,10.0,1.0,1.0,0.0,0.0,32.0,6.0,0.0,0.0,31.0,5.0,0.0,0.0,1.0,1.0,29.0,6.0,1.0,0.0,2.0,0.0,0,0,1,0,27.0,2008-06-01 00:00:00,2712,2,,1327.0,3,0,1,Yoshiro Maeda
1644,828.0,1,90.0,29.0,3.0,2.0,2.0,0.0,80.0,23.0,0.0,2.0,64.0,11.0,10.0,7.0,6.0,5.0,70.0,18.0,7.0,4.0,3.0,1.0,0,0,3,2,210.0,False,6.0,4.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0,0,0,1,27.0,2008-11-05 00:00:00,2712,2,,469.0,4,0,2,Yoshiro Maeda
1771,1128.0,2,125.0,46.0,5.0,4.0,2.0,0.0,103.0,32.0,0.0,2.0,85.0,18.0,11.0,8.0,7.0,6.0,87.0,24.0,8.0,5.0,8.0,3.0,1,0,3,2,300.0,True,35.0,17.0,2.0,2.0,0.0,0.0,23.0,9.0,0.0,0.0,21.0,7.0,1.0,1.0,1.0,1.0,17.0,6.0,1.0,1.0,5.0,2.0,1,0,0,0,28.0,2009-03-08 00:00:00,2712,1,,2712.0,5,1,0,Yoshiro Maeda
1831,1708.0,2,233.0,107.0,8.0,7.0,2.0,0.0,167.0,54.0,0.0,7.0,137.0,31.0,17.0,12.0,13.0,11.0,133.0,39.0,12.0,6.0,22.0,9.0,1,0,4,2,580.0,False,108.0,61.0,3.0,3.0,0.0,0.0,64.0,22.0,0.0,5.0,52.0,13.0,6.0,4.0,6.0,5.0,46.0,15.0,4.0,1.0,14.0,6.0,0,0,1,0,28.0,2009-05-26 00:00:00,2712,1,,3224.0,6,0,1,Yoshiro Maeda
1963,1924.0,3,287.0,135.0,10.0,9.0,3.0,0.0,211.0,75.0,0.0,8.0,165.0,39.0,28.0,22.0,18.0,14.0,169.0,55.0,16.0,9.0,26.0,11.0,1,0,4,3,216.0,True,54.0,28.0,2.0,2.0,1.0,0.0,44.0,21.0,0.0,1.0,28.0,8.0,11.0,10.0,5.0,3.0,36.0,16.0,4.0,3.0,4.0,2.0,0,0,0,1,28.0,2009-10-25 00:00:00,2712,2,,2712.0,7,1,0,Yoshiro Maeda
2103,2073.0,3,321.0,143.0,10.0,9.0,3.0,0.0,245.0,83.0,0.0,8.0,192.0,43.0,32.0,24.0,21.0,16.0,203.0,63.0,16.0,9.0,26.0,11.0,1,0,5,3,149.0,False,34.0,8.0,0.0,0.0,0.0,0.0,34.0,8.0,0.0,0.0,27.0,4.0,4.0,2.0,3.0,2.0,34.0,8.0,0.0,0.0,0.0,0.0,0,0,1,0,29.0,2010-03-22 00:00:00,2712,2,,1352.0,8,0,1,Yoshiro Maeda
2176,2373.0,3,367.0,156.0,13.0,10.0,3.0,0.0,288.0,94.0,0.0,8.0,224.0,47.0,40.0,29.0,24.0,18.0,239.0,71.0,23.0,12.0,26.0,11.0,2,0,5,3,300.0,False,46.0,13.0,3.0,1.0,0.0,0.0,43.0,11.0,0.0,0.0,32.0,4.0,8.0,5.0,3.0,2.0,36.0,8.0,7.0,3.0,0.0,0.0,1,0,0,0,29.0,2010-05-29 00:00:00,2712,1,,2904.0,9,0,2,Yoshiro Maeda
2508,2416.0,3,369.0,157.0,13.0,10.0,3.0,0.0,290.0,95.0,0.0,8.0,226.0,48.0,40.0,29.0,24.0,18.0,241.0,72.0,23.0,12.0,26.0,11.0,2,0,6,3,43.0,False,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,30.0,2011-05-29 00:00:00,2712,1,,3256.0,10,0,3,Yoshiro Maeda
3110,2522.0,3,378.0,163.0,13.0,10.0,3.0,1.0,294.0,96.0,0.0,8.0,229.0,48.0,41.0,30.0,24.0,18.0,244.0,72.0,23.0,12.0,27.0,12.0,2,0,6,4,106.0,False,9.0,6.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,31.0,2012-12-31 00:00:00,2712,2,,2323.0,11,0,4,Yoshiro Maeda
2108,209.0,0,33.0,8.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,30.0,6.0,2.0,1.0,0.0,0.0,0,0,1,0,209.0,False,33.0,8.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,30.0,6.0,2.0,1.0,0.0,0.0,0,0,1,0,,2010-03-26 00:00:00,2715,2,,1250.0,0,0,1,Lolohea Mahe
2229,437.0,0,54.0,18.0,0.0,0.0,0.0,0.0,48.0,12.0,0.0,0.0,44.0,8.0,2.0,2.0,2.0,2.0,43.0,8.0,5.0,4.0,0.0,0.0,0,0,2,0,228.0,False,21.0,10.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,12.0,1.0,2.0,2.0,2.0,2.0,13.0,2.0,3.0,3.0,0.0,0.0,0,0,1,0,,2010-07-23 00:00:00,2715,2,,1276.0,1,0,2,Lolohea Mahe
742,233.0,0,23.0,1.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,20.0,0.0,2.0,0.0,1.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,233.0,False,23.0,1.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,20.0,0.0,2.0,0.0,1.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,35.0,2005-06-26 00:00:00,2716,2,,1064.0,0,0,1,Ibragim Magomedov
690,429.0,0,27.0,9.0,2.0,1.0,0.0,0.0,26.0,8.0,0.0,0.0,23.0,7.0,3.0,1.0,0.0,0.0,14.0,2.0,11.0,6.0,1.0,0.0,0,0,1,0,429.0,False,27.0,9.0,2.0,1.0,0.0,0.0,26.0,8.0,0.0,0.0,23.0,7.0,3.0,1.0,0.0,0.0,14.0,2.0,11.0,6.0,1.0,0.0,0,0,1,0,35.0,2005-02-20 00:00:00,2720,1,,3228.0,0,0,1,Aliev Makhmud
203,300.0,1,37.0,31.0,3.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1,0,0,0,300.0,True,37.0,31.0,3.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1,0,0,0,29.0,1999-07-04 00:00:00,2722,2,,2722.0,0,1,0,Carl Malenko
216,900.0,1,54.0,45.0,6.0,3.0,0.0,1.0,7.0,3.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,2,0,0,0,600.0,False,17.0,14.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1,0,0,0,29.0,1999-09-12 00:00:00,2722,2,,1247.0,1,0,1,Carl Malenko
236,1456.0,1,63.0,51.0,6.0,3.0,0.0,1.0,9.0,3.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,6.0,2.0,2,0,0,1,556.0,False,9.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,29.0,1999-11-21 00:00:00,2722,2,,1815.0,2,0,2,Carl Malenko
1941,228.0,0,22.0,17.0,1.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,6.0,2.0,4.0,3.0,1.0,1.0,6.0,2.0,5.0,4.0,0.0,0.0,0,0,1,0,228.0,False,22.0,17.0,1.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,6.0,2.0,4.0,3.0,1.0,1.0,6.0,2.0,5.0,4.0,0.0,0.0,0,0,1,0,33.0,2009-10-06 00:00:00,2725,2,,929.0,0,0,1,Melchor Manibusan
1011,118.0,0,14.0,7.0,3.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,10.0,3.0,2.0,2.0,2.0,2.0,13.0,6.0,1.0,1.0,0.0,0.0,0,0,0,1,118.0,False,14.0,7.0,3.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,10.0,3.0,2.0,2.0,2.0,2.0,13.0,6.0,1.0,1.0,0.0,0.0,0,0,0,1,30.0,2006-10-09 00:00:00,2726,2,,5.0,0,0,1,Melvin Manhoef
1462,366.0,1,32.0,17.0,3.0,0.0,0.0,0.0,32.0,17.0,0.0,1.0,26.0,12.0,3.0,3.0,3.0,2.0,22.0,7.0,2.0,2.0,8.0,8.0,0,0,1,1,248.0,True,18.0,10.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,1.0,16.0,9.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,8.0,8.0,0,0,1,0,32.0,2008-05-11 00:00:00,2726,2,,2726.0,1,1,0,Melvin Manhoef
1511,456.0,2,66.0,40.0,3.0,0.0,0.0,0.0,63.0,38.0,0.0,2.0,57.0,33.0,3.0,3.0,3.0,2.0,26.0,9.0,2.0,2.0,35.0,27.0,0,0,2,1,90.0,True,34.0,23.0,0.0,0.0,0.0,0.0,31.0,21.0,0.0,1.0,31.0,21.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,27.0,19.0,0,0,1,0,32.0,2008-06-15 00:00:00,2726,1,,2726.0,2,2,0,Melvin Manhoef
1606,544.0,2,67.0,40.0,4.0,1.0,0.0,1.0,64.0,38.0,0.0,2.0,57.0,33.0,3.0,3.0,4.0,2.0,27.0,9.0,2.0,2.0,35.0,27.0,0,0,2,2,88.0,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,32.0,2008-09-23 00:00:00,2726,2,,866.0,3,0,1,Melvin Manhoef
1697,562.0,3,72.0,45.0,4.0,1.0,0.0,1.0,69.0,43.0,0.0,2.0,62.0,38.0,3.0,3.0,4.0,2.0,29.0,11.0,2.0,2.0,38.0,30.0,0,0,3,2,18.0,True,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0,0,1,0,32.0,2008-12-31 00:00:00,2726,2,,2726.0,4,1,0,Melvin Manhoef
1876,718.0,3,116.0,70.0,4.0,1.0,0.0,1.0,109.0,65.0,0.0,3.0,98.0,57.0,7.0,6.0,4.0,2.0,34.0,13.0,31.0,19.0,44.0,33.0,0,0,3,3,156.0,False,44.0,25.0,0.0,0.0,0.0,0.0,40.0,22.0,0.0,1.0,36.0,19.0,4.0,3.0,0.0,0.0,5.0,2.0,29.0,17.0,6.0,3.0,0,0,0,1,33.0,2009-07-20 00:00:00,2726,2,,2327.0,5,0,1,Melvin Manhoef
2029,827.0,4,129.0,76.0,4.0,1.0,0.0,1.0,122.0,71.0,0.0,3.0,109.0,63.0,7.0,6.0,6.0,2.0,47.0,19.0,31.0,19.0,44.0,33.0,0,0,4,3,109.0,True,13.0,6.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,11.0,6.0,0.0,0.0,2.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0,0,1,0,33.0,2009-12-31 00:00:00,2726,2,,2726.0,6,1,0,Melvin Manhoef
2060,1040.0,4,167.0,100.0,4.0,1.0,0.0,1.0,159.0,94.0,0.0,3.0,124.0,69.0,16.0,15.0,19.0,10.0,77.0,38.0,38.0,23.0,44.0,33.0,0,0,5,3,213.0,False,38.0,24.0,0.0,0.0,0.0,0.0,37.0,23.0,0.0,0.0,15.0,6.0,9.0,9.0,13.0,8.0,30.0,19.0,7.0,4.0,0.0,0.0,0,0,1,0,34.0,2010-01-30 00:00:00,2726,2,,478.0,7,0,1,Melvin Manhoef
2222,1498.0,4,215.0,120.0,4.0,1.0,0.0,1.0,206.0,113.0,0.0,4.0,171.0,88.0,16.0,15.0,19.0,10.0,98.0,44.0,50.0,29.0,58.0,40.0,0,0,5,4,458.0,False,48.0,20.0,0.0,0.0,0.0,0.0,47.0,19.0,0.0,1.0,47.0,19.0,0.0,0.0,0.0,0.0,21.0,6.0,12.0,6.0,14.0,7.0,0,0,0,1,34.0,2010-07-10 00:00:00,2726,1,,2808.0,8,0,2,Melvin Manhoef
2456,1719.0,4,222.0,122.0,4.0,1.0,0.0,1.0,213.0,115.0,0.0,4.0,175.0,88.0,16.0,15.0,22.0,12.0,105.0,46.0,50.0,29.0,58.0,40.0,0,0,5,5,221.0,False,7.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,35.0,2011-03-05 00:00:00,2726,2,,802.0,9,0,3,Melvin Manhoef
